13401001111,*province:'北京'*catName:'中国移动'*
13001001111,*province:'北京'*catName:'中国联通'*
15301001111,*province:'北京'* catName:'中国电信'*
13820861111,*province:'天津'*catName:'中国移动'*
13163021111,*province:'天津'*catName:'中国联通'*
13388091111,*province:'天津'*catName:'中国电信'*
13681881111,*province:'上海'*catName:'中国移动'*
18621921111,*province:'上海'*catName:'中国联通'*
18017001111,*province:'上海'*catName:'中国电信'*
13983861111,*province:'重庆'*catName:'中国移动'*
13271851111,*province:'重庆'*catName:'中国联通'*
15340551111,*province:'重庆'*catName:'中国电信'*
15733101111,*province:'河北'*catName:'中国移动'*
15603111111,*province:'河北'*catName:'中国联通'*
13333381111,*province:'河北'*catName:'中国电信'*
18300661111,*province:'河南'*catName:'中国移动'*
13253591111,*province:'河南'*catName:'中国联通'*
17719891111,*province:'河南'*catName:'中国电信'*
15987181111,*province:'云南'*catName:'中国移动'*
15559601111,*province:'云南'*catName:'中国联通'*
18187051111,*province:'云南'*catName:'中国电信'*
13464001111,*province:'辽宁'*catName:'中国移动'*
13002401111,*province:'辽宁'*catName:'中国联通'*
13304001111,*province:'辽宁'*catName:'中国电信'*
13603601111,*province:'黑龙江'*catName:'中国移动'*
13204501111,*province:'黑龙江'*catName:'中国联通'*
13303601111,*province:'黑龙江'*catName:'中国电信'*
13407311111,*province:'湖南'*catName:'中国移动'*
13203101111,*province:'湖南'*catName:'中国联通'*
13307311111,*province:'湖南'*catName:'中国电信'*
13407101111,*province:'湖北'*catName:'中国移动'*
13207101111,*province:'湖北'*catName:'中国联通'*
13307101111,*province:'湖北'*catName:'中国电信'*
13470731111,*province:'安徽'*catName:'中国移动'*
13205531111,*province:'安徽'*catName:'中国联通'*
13305531111,*province:'安徽'*catName:'中国电信'*
13405321111,*province:'山东'*catName:'中国移动'*
13205321111,*province:'山东'*catName:'中国联通'*
13305321111,*province:'山东'*catName:'中国电信'*
13565401111,*province:'新疆'*catName:'中国移动'*
13201201111,*province:'新疆'*catName:'中国联通'*
13309911111,*province:'新疆'*catName:'中国电信'*
13400001111,*province:'江苏'*catName:'中国移动'*
13205211111,*province:'江苏'*catName:'中国联通'*
13301511111,*province:'江苏'*catName:'中国电信'*
13429101111,*province:'浙江'*catName:'中国移动'*
13205711111,*province:'浙江'*catName:'中国联通'*
13305711111,*province:'浙江'*catName:'中国电信'*
13407071111,*province:'江西'*catName:'中国移动'*
13207071111,*province:'江西'*catName:'中国联通'*
13307071111,*province:'江西'*catName:'中国电信'*
13457401111,*province:'广西'*catName:'中国移动'*
13207741111,*province:'广西'*catName:'中国联通'*
13307741111,*province:'广西'*catName:'中国电信'*
13519311111,*province:'甘肃'*catName:'中国移动'*
13209311111,*province:'甘肃'*catName:'中国联通'*
13309311111,*province:'甘肃'*catName:'中国电信'*
13403481111,*province:'山西'*catName:'中国移动'*
13203481111,*province:'山西'*catName:'中国联通'*
13303481111,*province:'山西'*catName:'中国电信'*
13451321111,*province:'内蒙古'*catName:'中国移动'*
13204721111,*province:'内蒙古'*catName:'中国联通'*
13304721111,*province:'内蒙古'*catName:'中国电信'*
13402941111,*province:'陕西'*catName:'中国移动'*
13201401111,*province:'陕西'*catName:'中国联通'*
13309181111,*province:'陕西'*catName:'中国电信'*
13404341111,*province:'吉林'*catName:'中国移动'*
13204341111,*province:'吉林'*catName:'中国联通'*
13304341111,*province:'吉林'*catName:'中国电信'*
13400601111,*province:'福建'*catName:'中国移动'*
13205921111,*province:'福建'*catName:'中国联通'*
13306001111,*province:'福建'*catName:'中国电信'*
13508521111,*province:'贵州'*catName:'中国移动'*
13208521111,*province:'贵州'*catName:'中国联通'*
13308521111,*province:'贵州'*catName:'中国电信'*
13411151111,*province:'广东'*catName:'中国移动'*
13202001111,*province:'广东'*catName:'中国联通'*
13302201111,*province:'广东'*catName:'中国电信'*
13619721111,*province:'青海'*catName:'中国移动'*
13209721111,*province:'青海'*catName:'中国联通'*
13309721111,*province:'青海'*catName:'中国电信'*
13518901111,*province:'西藏'*catName:'中国移动'*
13228901111,*province:'西藏'*catName:'中国联通'*
13308901111,*province:'西藏'*catName:'中国电信'*
13408001111,*province:'四川'*catName:'中国移动'*
13008101111,*province:'四川'*catName:'中国联通'*
13308001111,*province:'四川'*catName:'中国电信'*
13409501111,*province:'宁夏'*catName:'中国移动'*
13209501111,*province:'宁夏'*catName:'中国联通'*
13309501111,*province:'宁夏'*catName:'中国电信'*
13518001111,*province:'海南'* catName:'中国移动'*
13208901111,*province:'海南'*catName:'中国联通'*
13307501111,*province:'海南'*catName:'中国电信'*
